,Year,CO2,sqrt_CO2,Log_CO2,recp_CO2,exp_CO2
27,1827.0,0.00339,0.058223706512038544,-5.686925357589778,294.98525073746316,1.003395752548543
28,1828.0,0.00327,0.057183913821983186,-5.722965294072975,305.81039755351685,1.0032753522823976
29,1829.0,0.00316,0.05621387729022079,-5.757183251383316,316.4556962025316,1.00316499806324
30,1830.0,0.00305,0.055226805085936304,-5.792613688362817,327.86885245901635,1.0030546559823788
31,1831.0,0.00294,0.054221766846903836,-5.829345697631547,340.13605442176873,1.0029443260384787
32,1832.0,0.00283,0.053197744313081545,-5.867478567326991,353.35689045936397,1.0028340082302052
33,1833.0,0.00273,0.05224940191045252,-5.903453669785269,366.3003663003663,1.0027337298433852
34,1834.0,0.00263,0.05128352561983234,-5.940771432792464,380.22813688212926,1.0026334614839023
35,1835.0,0.00253,0.05029910535983717,-5.979535976242708,395.25691699604744,1.0025332031507541
36,1836.0,0.00244,0.04939635614091387,-6.0157572396770265,409.8360655737705,1.0024429792226084
37,1837.0,0.00235,0.04847679857416329,-6.05333995082607,425.531914893617,1.0023527634142506
38,1838.0,0.00227,0.04764451699828638,-6.087975447488826,440.5286343612335,1.0022725784006208
39,1839.0,0.00218,0.04669047011971501,-6.12843040218114,458.7155963302752,1.0021823779276469
40,1840.0,0.0021,0.0458257569495584,-6.16581793425276,476.1904761904762,1.0021022065443106
41,1841.0,0.00202,0.044944410108488465,-6.2046577675690235,495.049504950495,1.0020220415744288
42,1842.0,0.00195,0.04415880433163923,-6.239925906406482,512.8205128205128,1.0019519024864152
43,1843.0,0.00188,0.0433589667773576,-6.276483502140279,531.9148936170213,1.001881768307966
44,1844.0,0.00181,0.042544094772365294,-6.3144284337044025,552.4861878453039,1.0018116390387375
45,1845.0,0.00175,0.04183300132670378,-6.348139491046714,571.4285714285714,1.0017515321436201
46,1846.0,0.0118,0.10862780491200216,-4.439655747510518,84.74576271186442,1.011869894648401
47,1847.0,0.0147,0.12124355652982141,-4.219907785197447,68.02721088435375,1.0148085763718544
48,1848.0,0.0174,0.1319090595827292,-4.051285072761654,57.4712643678161,1.0175522618366473
49,1849.0,0.0198,0.1407124727947029,-3.9220733412816475,50.5050505050505,1.019997320161417
50,1850.0,0.0236,0.15362291495737215,-3.7465085669505727,42.37288135593221,1.0238806836957661
51,1851.0,0.0271,0.1646207763315433,-3.6082215510964817,36.90036900369004,1.027470544680776
52,1852.0,0.0318,0.1783255450012701,-3.448288989196006,31.446540880503143,1.032311022453031
53,1853.0,0.0376,0.19390719429665315,-3.280751228586288,26.595744680851062,1.0383158234727663
54,1854.0,0.0445,0.21095023109728986,-3.1122660898099426,22.471910112359552,1.0455049767104556
55,1855.0,0.0522,0.22847319317591724,-2.952672784093544,19.157088122605362,1.053586438730787
56,1856.0,0.0608,0.24657656011875906,-2.800165490010016,16.44736842105263,1.062686355660919
57,1857.0,0.0715,0.26739483914241874,-2.6380578292821752,13.986013986013987,1.0741181507013138
58,1858.0,0.0853,0.2920616373302047,-2.4615808244845034,11.723329425556859,1.0890437308155758
59,1859.0,0.0996,0.31559467676119,-2.3065931143915845,10.040160642570282,1.1047289381103036
60,1860.0,0.118,0.34351128074635334,-2.137070654516472,8.474576271186441,1.1252441113673424
61,1861.0,0.139,0.372827037646145,-1.973281345851445,7.194244604316546,1.1491241000036052
62,1862.0,0.167,0.408656334834051,-1.7897614665653818,5.988023952095808,1.1817542653083615
63,1863.0,0.206,0.4538722287164087,-1.579879110192556,4.8543689320388355,1.228753203995312
64,1864.0,0.242,0.4919349550499537,-1.4188175528254507,4.132231404958678,1.2737941928161949
65,1865.0,0.288,0.5366563145999496,-1.2447947988461912,3.4722222222222223,1.3337573041233846
66,1866.0,0.346,0.5882176467941097,-1.0613165039244128,2.8901734104046244,1.4134026158176771
67,1867.0,0.436,0.6603029607687672,-0.8301130356331028,2.293577981651376,1.5465087947493774
68,1868.0,0.255,0.5049752469181039,-1.3664917338237108,3.9215686274509802,1.2904616208728898
69,1869.0,0.182,0.4266145801540308,-1.7037485919053417,5.4945054945054945,1.1996141938798683
70,1870.0,0.321,0.5665686189686118,-1.1363141558521213,3.115264797507788,1.3785055808937539
71,1871.0,0.461,0.6789698078707183,-0.7743572359854884,2.1691973969631237,1.5856588512805472
72,1872.0,0.471,0.6862943974709396,-0.7528971849657193,2.1231422505307855,1.6015949876744064
73,1873.0,0.406,0.6371812928829597,-0.9014021193804044,2.463054187192118,1.50080255245802
74,1874.0,0.404,0.6356099432828282,-0.9063404010209869,2.4752475247524752,1.4978039469581388
75,1875.0,0.461,0.6789698078707183,-0.7743572359854884,2.1691973969631237,1.5856588512805472
76,1876.0,0.45,0.6708203932499369,-0.7985076962177716,2.2222222222222223,1.568312185490169
77,1877.0,0.484,0.6957010852370434,-0.7256703722655053,2.066115702479339,1.6225516456522613
78,1878.0,0.456,0.6752777206453653,-0.7852624694677509,2.1929824561403506,1.577750344766478
79,1879.0,0.508,0.7127411872482184,-0.6772738314036552,1.968503937007874,1.6619639409191058
80,1880.0,1.2,1.0954451150103321,0.1823215567939546,0.8333333333333334,3.3201169227365472
81,1881.0,1.27,1.1269427669584644,0.23901690047049992,0.7874015748031495,3.5608525623555205
82,1882.0,1.48,1.2165525060596438,0.3920420877760237,0.6756756756756757,4.392945680918757
83,1883.0,1.64,1.2806248474865698,0.494696241836107,0.6097560975609756,5.15516951223468
84,1884.0,1.87,1.3674794331177345,0.6259384308664954,0.53475935828877,6.488296399286712
85,1885.0,1.78,1.3341664064126333,0.5766133643039938,0.5617977528089888,5.929856418591146
86,1886.0,1.87,1.3674794331177345,0.6259384308664954,0.53475935828877,6.488296399286712
87,1887.0,2.14,1.4628738838327795,0.7608058290337602,0.4672897196261682,8.499437628886124
88,1888.0,2.77,1.6643316977093239,1.0188473201992472,0.36101083032490977,15.958634009794029
89,1889.0,2.33,1.5264337522473748,0.8458682675776092,0.4291845493562232,10.277941533043448
90,1890.0,2.53,1.5905973720586866,0.9282193027394288,0.3952569169960475,12.55350613666823
91,1891.0,2.81,1.676305461424021,1.0331844833456545,0.35587188612099646,16.6099182187867
92,1892.0,2.78,1.6673332000533065,1.0224509277025455,0.3597122302158274,16.119020948027543
93,1893.0,2.94,1.7146428199482247,1.0784095813505903,0.3401360544217687,18.915846312255038
94,1894.0,2.78,1.6673332000533065,1.0224509277025455,0.3597122302158274,16.119020948027543
95,1895.0,2.62,1.6186414056238645,0.9631743177730056,0.38167938931297707,13.735723585077926
96,1896.0,2.81,1.676305461424021,1.0331844833456545,0.35587188612099646,16.6099182187867
97,1897.0,2.8,1.6733200530681511,1.0296194171811581,0.35714285714285715,16.444646771097048
98,1898.0,2.94,1.7146428199482247,1.0784095813505903,0.3401360544217687,18.915846312255038
99,1899.0,3.53,1.8788294228055935,1.2612978709452054,0.28328611898017,34.123967614754356
100,1900.0,3.73,1.9313207915827966,1.3164082336557241,0.2680965147453083,41.679108164029294
101,1901.0,4.24,2.0591260281974,1.4445632692438664,0.23584905660377356,69.4078518387552
102,1902.0,4.49,2.118962010041709,1.501852701754163,0.22271714922048996,89.12144587865868
103,1903.0,4.78,2.186321110907545,1.5644405465033646,0.20920502092050208,119.10435004481388
104,1904.0,5.5,2.345207879911715,1.7047480922384253,0.18181818181818182,244.69193226422038
105,1905.0,5.72,2.3916521486202797,1.7439688053917064,0.17482517482517484,304.90492295690854
106,1906.0,5.87,2.4228082879171433,1.7698546338400052,0.17035775127768313,354.24898026776543
107,1907.0,7.18,2.6795522013948525,1.9712993830601329,0.1392757660167131,1312.908258245661
108,1908.0,7.02,2.649528259898354,1.9487632180377197,0.14245014245014245,1118.7866177464866
109,1909.0,6.51,2.5514701644346145,1.873339456220478,0.15360983102918588,671.8264175910939
110,1910.0,7.2,2.6832815729997477,1.9740810260220096,0.1388888888888889,1339.430764394418
111,1911.0,8.18,2.8600699292150185,2.1016921506146558,0.12224938875305624,3568.8546608229963
112,1912.0,8.86,2.9765752132274432,2.1815467646169897,0.11286681715575622,7044.482744565356
113,1913.0,10.1,3.1780497164141406,2.312535423847214,0.09900990099009901,24343.00942440838
114,1914.0,8.53,2.9206163733020465,2.1435893615035875,0.1172332942555686,5064.445834819708
115,1915.0,7.51,2.7404379212089442,2.0162354657760435,0.13315579227696406,1826.2135428166089
116,1916.0,9.33,3.054504869860253,2.2332350148592526,0.10718113612004287,11271.131485524471
117,1917.0,10.3,3.2093613071762426,2.33214389523559,0.0970873786407767,29732.618852891435
118,1918.0,10.7,3.271085446759225,2.3702437414678603,0.09345794392523366,44355.85513029784
119,1919.0,8.91,2.98496231131986,2.187174241482718,0.1122334455667789,7405.661098281211
120,1920.0,9.64,3.104834939252005,2.265921108622454,0.10373443983402489,15367.343732049992
121,1921.0,8.98,2.9966648127543394,2.194999882314108,0.11135857461024498,7942.632115502687
122,1922.0,7.6,2.756809750418044,2.028148247292285,0.13157894736842105,1998.1958951041172
123,1923.0,10.1,3.1780497164141406,2.312535423847214,0.09900990099009901,24343.00942440838
124,1924.0,8.27,2.875760768909681,2.1126345090356,0.12091898428053205,3904.9489921540026
125,1925.0,7.91,2.812472222085047,2.0681277817795625,0.1264222503160556,2724.3904663407816
126,1926.0,8.75,2.958039891549808,2.169053700369523,0.11428571428571428,6310.688108089024
127,1927.0,9.32,3.0528675044947495,2.2321626286975,0.1072961373390558,11158.981853408519
128,1928.0,9.32,3.0528675044947495,2.2321626286975,0.1072961373390558,11158.981853408519
129,1929.0,9.66,3.1080540535840107,2.2679936482244267,0.10351966873706003,15677.784668089162
130,1930.0,9.04,3.0066592756745814,2.201659174404085,0.11061946902654868,8433.777056005627
131,1931.0,7.15,2.6739483914241875,1.9671123567059163,0.13986013986013984,1274.105955173454
132,1932.0,6.53,2.5553864678361276,1.8764069432883397,0.15313935681470137,685.3982114918092
133,1933.0,6.39,2.5278449319529077,1.8547342683894434,0.1564945226917058,595.8565796880164
134,1934.0,7.28,2.6981475126464085,1.9851308622085946,0.13736263736263735,1450.9880251144575
135,1935.0,7.11,2.6664583251946765,1.9615022438151495,0.14064697609001406,1224.147546091738
136,1936.0,7.7,2.7748873851023217,2.0412203288596382,0.12987012987012986,2208.347991887209
137,1937.0,8.27,2.875760768909681,2.1126345090356,0.12091898428053205,3904.9489921540026
138,1938.0,7.5,2.7386127875258306,2.0149030205422647,0.13333333333333333,1808.0424144560632
139,1939.0,8.25,2.8722813232690143,2.1102132003465894,0.12121212121212122,3827.6258214399063
140,1940.0,9.33,3.054504869860253,2.2332350148592526,0.10718113612004287,11271.131485524471
141,1941.0,10.2,3.1937438845342623,2.322387720290225,0.09803921568627452,26903.18607429754
142,1942.0,11.0,3.3166247903554,2.3978952727983707,0.09090909090909091,59874.14171519782
143,1943.0,11.4,3.3763886032268267,2.4336133554004498,0.08771929824561403,89321.72336080558
144,1944.0,11.5,3.391164991562634,2.4423470353692043,0.08695652173913043,98715.7710107605
145,1945.0,10.5,3.24037034920393,2.3513752571634776,0.09523809523809523,36315.502674246636
146,1946.0,11.0,3.3166247903554,2.3978952727983707,0.09090909090909091,59874.14171519782
147,1947.0,11.2,3.3466401061363023,2.4159137783010487,0.08928571428571429,73130.44183341545
148,1948.0,12.1,3.478505426185217,2.4932054526026954,0.08264462809917356,179871.86225375102
149,1949.0,10.8,3.286335345030997,2.379546134130174,0.09259259259259259,49020.80113638175
150,1950.0,11.2,3.3466401061363023,2.4159137783010487,0.08928571428571429,73130.44183341545
151,1951.0,11.5,3.391164991562634,2.4423470353692043,0.08695652173913043,98715.7710107605
152,1952.0,11.0,3.3166247903554,2.3978952727983707,0.09090909090909091,59874.14171519782
153,1953.0,10.8,3.286335345030997,2.379546134130174,0.09259259259259259,49020.80113638175
154,1954.0,10.7,3.271085446759225,2.3702437414678603,0.09345794392523366,44355.85513029784
155,1955.0,10.8,3.286335345030997,2.379546134130174,0.09259259259259259,49020.80113638175
156,1956.0,11.7,3.420526275297414,2.4595888418037104,0.08547008547008547,120571.71498645052
157,1957.0,11.0,3.3166247903554,2.3978952727983707,0.09090909090909091,59874.14171519782
158,1958.0,10.7,3.271085446759225,2.3702437414678603,0.09345794392523366,44355.85513029784
159,1959.0,10.5,3.24037034920393,2.3513752571634776,0.09523809523809523,36315.502674246636
160,1960.0,10.8,3.286335345030997,2.379546134130174,0.09259259259259259,49020.80113638175
161,1961.0,10.6,3.255764119219941,2.3608540011180215,0.09433962264150944,40134.83743087578
162,1962.0,11.1,3.331666249791536,2.4069451083182885,0.0900900900900901,66171.16016837658
163,1963.0,11.1,3.331666249791536,2.4069451083182885,0.0900900900900901,66171.16016837658
164,1964.0,12.3,3.5071355833500366,2.509599262378372,0.08130081300813008,219695.9886721379
165,1965.0,12.8,3.5777087639996634,2.5494451709255714,0.078125,362217.44961124816
166,1966.0,12.9,3.591656999213594,2.5572273113676265,0.07751937984496124,400312.1913298826
167,1967.0,13.8,3.714835124201342,2.624668592163159,0.07246376811594203,984609.1112290357
168,1968.0,14.6,3.82099463490856,2.681021528714291,0.0684931506849315,2191287.8756068093
169,1969.0,14.6,3.82099463490856,2.681021528714291,0.0684931506849315,2191287.8756068093
170,1970.0,15.9,3.987480407475377,2.766319109226186,0.06289308176100629,8040485.299758523
171,1971.0,16.2,4.024922359499621,2.785011242238338,0.0617283950617284,10853519.89906441
172,1972.0,17.2,4.147288270665544,2.8449093838194073,0.05813953488372093,29502925.916445438
173,1973.0,17.0,4.123105625617661,2.833213344056216,0.058823529411764705,24154952.7535753
174,1974.0,17.1,4.135214625627067,2.8390784635086144,0.05847953216374269,26695351.310742743
175,1975.0,17.2,4.147288270665544,2.8449093838194073,0.05813953488372093,29502925.916445438
176,1976.0,17.0,4.123105625617661,2.833213344056216,0.058823529411764705,24154952.7535753
177,1977.0,17.2,4.147288270665544,2.8449093838194073,0.05813953488372093,29502925.916445438
178,1978.0,17.3,4.159326868617084,2.8507065015037334,0.057803468208092484,32605775.72099587
179,1979.0,18.2,4.266145801540309,2.9014215940827497,0.054945054945054944,80197267.40504706
180,1980.0,18.1,4.254409477236529,2.89591193827178,0.055248618784530384,72565488.37232235
181,1981.0,17.3,4.159326868617084,2.8507065015037334,0.057803468208092484,32605775.72099587
182,1982.0,16.6,4.0743097574926725,2.8094026953624978,0.06024096385542168,16191549.04176531
183,1983.0,16.2,4.024922359499621,2.785011242238338,0.0617283950617284,10853519.89906441
184,1984.0,16.6,4.0743097574926725,2.8094026953624978,0.06024096385542168,16191549.04176531
185,1985.0,16.3,4.03732584763727,2.791165107812717,0.06134969325153374,11994994.551201342
186,1986.0,15.5,3.9370039370059056,2.740840023925201,0.06451612903225806,5389698.476283012
187,1987.0,16.2,4.024922359499621,2.785011242238338,0.0617283950617284,10853519.89906441
188,1988.0,16.9,4.110960958218893,2.8273136219290276,0.0591715976331361,21856305.082325634
189,1989.0,17.0,4.123105625617661,2.833213344056216,0.058823529411764705,24154952.7535753
190,1990.0,15.7,3.96232255123179,2.7536607123542622,0.06369426751592357,6582992.584583731
191,1991.0,15.2,3.8987177379235853,2.7212954278522306,0.06578947368421052,3992786.8352109445
192,1992.0,15.5,3.9370039370059056,2.740840023925201,0.06451612903225806,5389698.476283012
193,1993.0,15.5,3.9370039370059056,2.740840023925201,0.06451612903225806,5389698.476283012
194,1994.0,15.7,3.96232255123179,2.7536607123542622,0.06369426751592357,6582992.584583731
195,1995.0,15.9,3.987480407475377,2.766319109226186,0.06289308176100629,8040485.299758523
196,1996.0,16.2,4.024922359499621,2.785011242238338,0.0617283950617284,10853519.89906441
197,1997.0,16.6,4.0743097574926725,2.8094026953624978,0.06024096385542168,16191549.04176531
198,1998.0,16.8,4.09878030638384,2.8213788864092133,0.05952380952380952,19776402.658497788
199,1999.0,16.9,4.110960958218893,2.8273136219290276,0.0591715976331361,21856305.082325634
200,2000.0,17.4,4.171330722922842,2.856470206220483,0.0574712643678161,36034955.08814159
201,2001.0,17.0,4.123105625617661,2.833213344056216,0.058823529411764705,24154952.7535753
202,2002.0,16.6,4.0743097574926725,2.8094026953624978,0.06024096385542168,16191549.04176531
203,2003.0,17.5,4.183300132670378,2.8622008809294686,0.05714285714285714,39824784.39757623
204,2004.0,17.3,4.159326868617084,2.8507065015037334,0.057803468208092484,32605775.72099587
205,2005.0,17.3,4.159326868617084,2.8507065015037334,0.057803468208092484,32605775.72099587
206,2006.0,16.7,4.08656334834051,2.8154087194227095,0.059880239520958084,17894429.1195546
207,2007.0,16.8,4.09878030638384,2.8213788864092133,0.05952380952380952,19776402.658497788
208,2008.0,16.8,4.09878030638384,2.8213788864092133,0.05952380952380952,19776402.658497788
209,2009.0,15.9,3.987480407475377,2.766319109226186,0.06289308176100629,8040485.299758523
210,2010.0,15.6,3.9496835316262997,2.747270914255491,0.06410256410256411,5956538.013184614
211,2011.0,15.6,3.9496835316262997,2.747270914255491,0.06410256410256411,5956538.013184614
212,2012.0,14.8,3.847076812334269,2.6946271807700692,0.06756756756756756,2676445.0551890987
213,2013.0,14.7,3.8340579025361627,2.6878474937846906,0.06802721088435375,2421747.6332524116
214,2014.0,15.1,3.8858718455450894,2.714694743820879,0.06622516556291391,3612822.9307402424
